0.228
0.415
0.44
0.374
0.409
0.607
0.333
0.431
0.416
0.337
0.178
0.47
0.331
0.357
0.471
0.281
0.397
0.472
0.655
0.476
0.633
0.495
0.423
0.396
0.602
0.594
0.615
0.556
0.416
0.579
